nombre,edad,observaciones,historial_medico,fotos,tipo_animal_Ave,tipo_animal_Gato,tipo_animal_Perro,tipo_animal_Roedor,raza_Bengalí,raza_Bulldog,raza_Cacatúa,raza_Canario,raza_Cobaya,raza_Conejo,raza_Golden Retriever,raza_Hámster,raza_Jerbo,raza_Labrador,raza_Loro Gris Africano,raza_Maine Coon,raza_Pastor Alemán,raza_Periquito,raza_Persa,raza_Pinzón,raza_Poodle,raza_Ragdoll,raza_Rata,raza_Siamés,tamanio_Grande,tamanio_Mediano,tamanio_Pequeño,temperamento_Activo,temperamento_Nervioso,temperamento_Sociable,temperamento_Tranquilo,tipo_alimentacion_Húmedo,tipo_alimentacion_Mixto,tipo_alimentacion_Seco,ubicacion_Amate,ubicacion_Bami,ubicacion_Bellavista-La Palmera,ubicacion_Centro,ubicacion_Cerro-Amate,ubicacion_El Plantinar,ubicacion_Este-Alcosa-Torreblanca,ubicacion_Huerta del Rey,ubicacion_La Cartuja,ubicacion_Los Remedios,ubicacion_Macarena,ubicacion_Nervión,ubicacion_Padre Pío-Palmete,ubicacion_Pino Montano,ubicacion_Polígono San Pablo,ubicacion_San Jerónimo,ubicacion_San Pablo-Santa Justa,ubicacion_Sur,ubicacion_Triana,necesidades_especiales_False,necesidades_especiales_True,nivel_actividad_Bajo,nivel_actividad_Medio,nivel_actividad_Alto,socializacion_No sociable,socializacion_Sociable con otros animales,socializacion_Sociable con personas
María Del Carmen,10.0,Ad cumque veritatis ipsam aliquid sed doloremque vitae.,Quasi maxime error incidunt voluptas sit at aut.,https://placekitten.com/585/565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Jennifer,15.0,Nostrum aperiam officiis ipsa esse.,Cum ad vel dolorum repudiandae magni vel.,https://placekitten.com/132/897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Inés,9.0,Numquam ad laudantium velit.,Eius natus sint accusamus officia.,https://placekitten.com/828/494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Paula,7.0,Ducimus repudiandae enim rerum.,Veritatis eius repellendus pariatur consequatur.,https://picsum.photos/672/433,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
María Del Carmen,0.7000000000000001,Aliquam voluptatem sequi omnis sit quia.,Labore voluptate corrupti dolor iusto rem ipsa.,https://placekitten.com/525/118,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Ildefonso,8.0,Assumenda occaecati fugiat iure voluptates commodi.,Nisi harum iure expedita nisi.,https://dummyimage.com/534x434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Paloma,1.0,Dolore ducimus officia cum vel.,Eveniet quibusdam tempore vel vel iure reprehenderit.,https://dummyimage.com/334x687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Ángel,2.0,Est molestias magni.,Excepturi eaque exercitationem animi repudiandae neque.,https://placekitten.com/700/739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Rosalva,8.0,Quas molestiae quam natus atque quibusdam vel.,Quibusdam ab modi corrupti.,https://picsum.photos/681/712,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Tadeo,13.0,Eveniet perspiciatis non.,Sequi atque quae dolorum libero eligendi.,https://dummyimage.com/712x57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
Felisa,1.0,Totam atque rem maxime dolorum accusantium.,Qui perspiciatis sapiente eaque.,https://placekitten.com/565/927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Fabiana,7.0,Nobis magnam blanditiis voluptatum est saepe.,Laborum occaecati dolorem dolor in est.,https://picsum.photos/955/373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Martina,0.1,Dolor harum harum.,Unde iste veniam ipsum expedita perferendis earum.,https://placekitten.com/59/932,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Amancio,14.0,Soluta veritatis eveniet aliquid soluta eveniet inventore.,Minus dicta non hic officia a occaecati esse.,https://dummyimage.com/246x800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Paula,5.0,Iste aliquid hic illo.,Adipisci sit consectetur ex eum quae.,https://picsum.photos/409/223,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Benjamín,6.0,Placeat hic provident dolore deserunt.,Dicta ut vero voluptatum error molestias vero.,https://picsum.photos/199/378,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Iván,0.2,Porro vitae commodi sed magnam.,Dignissimos omnis eos neque.,https://picsum.photos/777/995,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Camila,0.7000000000000001,Dicta totam omnis a odio ut.,Autem distinctio veritatis.,https://dummyimage.com/0x603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Ciríaco,0.7000000000000001,Ab aperiam deleniti quam ea rerum magnam fugiat.,Adipisci omnis illum sit numquam modi quo.,https://picsum.photos/594/387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Micaela,5.0,Iure architecto magnam repellendus sapiente nemo asperiores.,Recusandae earum aliquid.,https://placekitten.com/419/566,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hermenegildo,9.0,Occaecati est atque nisi deleniti recusandae voluptatem unde.,Nihil nemo eligendi quae.,https://dummyimage.com/574x262,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Juan,2.0,Nobis hic impedit tempore.,Cupiditate tenetur sequi nam iure fugiat.,https://picsum.photos/420/586,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Gastón,8.0,Sint assumenda et.,Temporibus explicabo blanditiis culpa dolore similique voluptatibus.,https://picsum.photos/475/729,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Leonel,8.0,Dicta ducimus quo suscipit voluptatem expedita reprehenderit.,A maxime sed.,https://dummyimage.com/551x68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
María Carmen,3.0,Aut consequuntur odio occaecati.,Praesentium cum sed iste vitae.,https://dummyimage.com/883x794,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Cornelio,2.0,Velit iure quaerat ipsam.,Soluta ea quibusdam ipsa.,https://picsum.photos/79/635,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Pascual,9.0,Quidem ducimus sunt atque voluptatibus reprehenderit.,Nobis minus qui ex culpa debitis.,https://placekitten.com/328/753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Paloma,12.0,Libero iste quisquam nemo ut.,Quas aspernatur rem illo eligendi laboriosam eos.,https://dummyimage.com/381x694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Edelmira,12.0,Quos error aperiam alias totam sint.,Modi voluptatibus magnam adipisci nobis perspiciatis perspiciatis.,https://placekitten.com/558/1006,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Ani,9.0,Quaerat laboriosam quaerat nesciunt ea mollitia magnam quam.,Esse perspiciatis officiis.,https://dummyimage.com/107x315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Luciana,1.0,Vero placeat iure iste facere laborum amet.,Numquam eligendi suscipit accusamus similique veniam earum.,https://picsum.photos/995/5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Quique,18.0,Sunt rerum sed placeat pariatur temporibus assumenda.,Labore et veniam debitis.,https://picsum.photos/1/442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
Julia,1.1,Nostrum atque similique iusto impedit sed.,Fugiat vitae harum consectetur.,https://placekitten.com/471/363,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Rómulo,15.0,Voluptatibus nesciunt amet in.,Saepe architecto optio veniam.,https://dummyimage.com/179x581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Ani,16.0,Distinctio non incidunt voluptatibus esse voluptatum minima in.,Occaecati adipisci vitae iste.,https://dummyimage.com/549x415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
Mariano,10.0,Cumque ratione vel inventore.,Temporibus quam harum at asperiores ducimus.,https://dummyimage.com/738x513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
Poncio,16.0,Placeat blanditiis expedita tempore.,Ducimus quibusdam soluta labore.,https://picsum.photos/2/186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Yolanda,17.0,Earum quo quas ipsum.,Beatae delectus reiciendis quis.,https://picsum.photos/107/908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Nerea,0.6000000000000001,Maiores delectus sunt quidem eos veniam sapiente accusamus.,Rerum odit perferendis quas facere incidunt repellendus perferendis.,https://placekitten.com/374/408,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Josefina,13.0,Quibusdam accusamus suscipit est veniam.,Maiores consequatur veritatis perferendis.,https://picsum.photos/699/271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Margarita,1.9,Nihil quod sed corrupti incidunt corrupti nostrum.,Debitis aperiam ut nemo eaque.,https://picsum.photos/308/749,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Manuel,4.0,Veritatis molestias minus excepturi.,Quod aperiam harum nihil hic tempora.,https://placekitten.com/895/442,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Abilio,9.0,Similique minus eligendi.,Sequi ullam numquam expedita nobis culpa rem.,https://placekitten.com/55/906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Estefanía,16.0,Odio maxime possimus pariatur dolor unde cupiditate.,Provident earum laudantium ad accusantium.,https://dummyimage.com/613x730,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Nando,19.0,Labore totam nemo natus doloremque.,Perferendis omnis eum.,https://dummyimage.com/603x848,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Ibán,16.0,Fuga officia id enim.,Impedit voluptatibus incidunt numquam cumque placeat minima repudiandae.,https://picsum.photos/988/258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
Dionisio,7.0,Quis pariatur harum.,Cupiditate sequi perspiciatis impedit tempora deleniti error.,https://dummyimage.com/298x387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Nazaret,10.0,Laborum soluta similique doloremque a.,Vel fuga architecto.,https://picsum.photos/265/695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Olivia,1.4,Assumenda eveniet similique perspiciatis.,Nemo dolorum voluptatum recusandae sed at ut.,https://dummyimage.com/253x957,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Adelina,2.0,Accusamus consequatur enim rerum quo.,Officia eius ad sequi totam quis.,https://picsum.photos/172/934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Valentín,16.0,Nam enim cum quaerat nesciunt illo assumenda.,Incidunt doloribus aliquam sequi enim esse officiis.,https://picsum.photos/119/516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Albino,0.5,Quo ducimus expedita pariatur aperiam.,Magni modi nemo ea aliquid sunt.,https://placekitten.com/169/760,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Felicia,0.1,In labore repellendus quos.,Perferendis iste ipsa ipsum ex nam aliquid.,https://dummyimage.com/851x587,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
Enrique,5.0,Ea quis voluptatum beatae.,Adipisci perspiciatis fuga ipsa illo consectetur culpa.,https://placekitten.com/542/217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Cornelio,4.0,Provident perferendis error accusamus earum.,Delectus eaque ad odit odio recusandae quas quidem.,https://picsum.photos/636/590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Quique,8.0,Vero soluta sit et nihil.,Asperiores dolorem velit nobis nihil qui doloribus.,https://placekitten.com/729/13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Adrián,8.0,Dolorem quod tempora iste quos nostrum fugit.,Nemo voluptatibus quibusdam laudantium fuga consequatur.,https://dummyimage.com/651x774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Nereida,3.0,Minima assumenda aut natus.,Ipsam architecto magnam distinctio.,https://placekitten.com/447/208,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Amarilis,9.0,Reiciendis aspernatur ut consectetur pariatur aut.,Voluptatem quae illo excepturi.,https://picsum.photos/560/99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Carlota,10.0,Sunt sed accusamus aut consequuntur reiciendis nam aspernatur.,Maxime quia dolorem ipsa veniam repudiandae amet.,https://dummyimage.com/402x824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Ambrosio,5.0,Doloribus atque quas aperiam.,Ut commodi quisquam laboriosam.,https://dummyimage.com/69x749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Raúl,12.0,Delectus perspiciatis libero.,Veritatis delectus consectetur beatae debitis.,https://dummyimage.com/228x792,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Herminia,13.0,Harum corrupti architecto natus vero.,Quas necessitatibus expedita asperiores illum aperiam vel.,https://dummyimage.com/399x204,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Susanita,6.0,Expedita ipsam rerum sed consectetur.,Autem asperiores deleniti doloremque.,https://placekitten.com/722/210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
Juan Bautista,9.0,Magnam iste veritatis et impedit quaerat sed.,Voluptate perspiciatis amet pariatur nemo et vero.,https://dummyimage.com/1017x443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
Teodosio,6.0,Facere voluptatem animi voluptate.,Blanditiis magni officia nihil accusantium ipsa nostrum.,https://picsum.photos/887/260,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Yaiza,4.0,Culpa facere unde a.,Quibusdam molestias autem nam sint cupiditate ducimus.,https://dummyimage.com/778x817,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Ruperta,0.8,Sunt in sit quam sunt veniam quia.,Quibusdam voluptas impedit et nesciunt modi vel ducimus.,https://placekitten.com/381/861,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Mónica,0.4,Temporibus praesentium quibusdam architecto ab aliquid numquam.,Voluptate soluta tempora exercitationem laboriosam consequatur id at.,https://picsum.photos/7/876,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Felisa,5.0,Dicta animi est.,Dignissimos temporibus quisquam expedita labore consequatur.,https://picsum.photos/310/939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Jacobo,1.9,Ea delectus quisquam earum.,Dolorem quae illum minus eveniet asperiores.,https://placekitten.com/293/350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
